STATE,FIRE_YEAR,STAT_CAUSE_DESCR,COUNT_CAUSES
IA,2007,Arson,1
IA,2007,Campfire,1
IA,2007,Debris Burning,4
IA,2007,Miscellaneous,2
IA,2007,Missing/Undefined,135
IA,2008,Arson,6
IA,2008,Debris Burning,2
IA,2008,Missing/Undefined,143
IA,2009,Arson,5
IA,2009,Campfire,1
IA,2009,Children,2
IA,2009,Debris Burning,16
IA,2009,Miscellaneous,1
IA,2009,Missing/Undefined,677
IA,2010,Arson,3
IA,2010,Campfire,1
IA,2010,Miscellaneous,1
IA,2010,Missing/Undefined,194
IA,2011,Arson,3
IA,2011,Debris Burning,9
IA,2011,Miscellaneous,2
IA,2011,Missing/Undefined,425
IA,2012,Arson,13
IA,2012,Campfire,5
IA,2012,Children,6
IA,2012,Debris Burning,212
IA,2012,Equipment Use,60
IA,2012,Lightning,6
IA,2012,Miscellaneous,106
IA,2012,Missing/Undefined,11
IA,2012,Railroad,6
IA,2012,Smoking,32
IA,2012,Structure,1
IA,2013,Arson,3
IA,2013,Campfire,2
IA,2013,Children,2
IA,2013,Debris Burning,160
IA,2013,Equipment Use,20
IA,2013,Lightning,3
IA,2013,Miscellaneous,34
IA,2013,Missing/Undefined,2
IA,2013,Powerline,1
IA,2013,Railroad,1
IA,2013,Smoking,15
IA,2014,Arson,13
IA,2014,Children,6
IA,2014,Debris Burning,363
IA,2014,Equipment Use,31
IA,2014,Lightning,3
IA,2014,Miscellaneous,98
IA,2014,Missing/Undefined,1
IA,2014,Railroad,2
IA,2014,Smoking,26
IA,2015,Arson,28
IA,2015,Campfire,2
IA,2015,Children,2
IA,2015,Debris Burning,353
IA,2015,Equipment Use,49
IA,2015,Lightning,3
IA,2015,Miscellaneous,50
IA,2015,Missing/Undefined,4
IA,2015,Railroad,5
IA,2015,Smoking,21
ID,1992,Arson,24
ID,1992,Campfire,101
ID,1992,Children,9
ID,1992,Debris Burning,58
ID,1992,Equipment Use,55
ID,1992,Fireworks,7
ID,1992,Lightning,1352
ID,1992,Miscellaneous,91
ID,1992,Missing/Undefined,440
ID,1992,Powerline,7
ID,1992,Railroad,19
ID,1992,Smoking,32
ID,1993,Arson,10
ID,1993,Campfire,48
ID,1993,Children,1
ID,1993,Debris Burning,36
ID,1993,Equipment Use,16
ID,1993,Fireworks,3
ID,1993,Lightning,328
ID,1993,Miscellaneous,34
ID,1993,Missing/Undefined,197
ID,1993,Powerline,5
ID,1993,Railroad,6
ID,1993,Smoking,14
ID,1994,Arson,36
ID,1994,Campfire,123
ID,1994,Children,13
ID,1994,Debris Burning,81
ID,1994,Equipment Use,47
ID,1994,Fireworks,8
ID,1994,Lightning,2055
ID,1994,Miscellaneous,84
ID,1994,Missing/Undefined,816
ID,1994,Powerline,12
ID,1994,Railroad,19
ID,1994,Smoking,41
ID,1994,Structure,1
ID,1995,Arson,19
ID,1995,Campfire,71
ID,1995,Children,4
ID,1995,Debris Burning,46
ID,1995,Equipment Use,49
ID,1995,Fireworks,9
ID,1995,Lightning,864
ID,1995,Miscellaneous,67
ID,1995,Missing/Undefined,248
ID,1995,Powerline,15
ID,1995,Railroad,19
ID,1995,Smoking,21
ID,1995,Structure,1
ID,1996,Arson,21
ID,1996,Campfire,92
ID,1996,Children,16
ID,1996,Debris Burning,44
ID,1996,Equipment Use,61
ID,1996,Fireworks,21
ID,1996,Lightning,1195
ID,1996,Miscellaneous,122
ID,1996,Missing/Undefined,310
ID,1996,Powerline,28
ID,1996,Railroad,26
ID,1996,Smoking,36
ID,1996,Structure,2
ID,1997,Arson,14
ID,1997,Campfire,35
ID,1997,Children,2
ID,1997,Debris Burning,40
ID,1997,Equipment Use,31
ID,1997,Fireworks,21
ID,1997,Lightning,672
ID,1997,Miscellaneous,52
ID,1997,Missing/Undefined,228
ID,1997,Powerline,10
ID,1997,Railroad,14
ID,1997,Smoking,11
ID,1998,Arson,6
ID,1998,Campfire,62
ID,1998,Children,6
ID,1998,Debris Burning,46
ID,1998,Equipment Use,40
ID,1998,Fireworks,13
ID,1998,Lightning,1144
ID,1998,Miscellaneous,66
ID,1998,Missing/Undefined,336
ID,1998,Powerline,7
ID,1998,Railroad,16
ID,1998,Smoking,16
ID,1999,Arson,36
ID,1999,Campfire,123
ID,1999,Children,8
ID,1999,Debris Burning,79
ID,1999,Equipment Use,80
ID,1999,Fireworks,26
ID,1999,Lightning,998
ID,1999,Miscellaneous,112
ID,1999,Missing/Undefined,384
ID,1999,Powerline,11
ID,1999,Railroad,35
ID,1999,Smoking,24
ID,2000,Arson,37
ID,2000,Campfire,91
ID,2000,Children,5
ID,2000,Debris Burning,43
ID,2000,Equipment Use,81
ID,2000,Fireworks,15
ID,2000,Lightning,1060
ID,2000,Miscellaneous,83
ID,2000,Missing/Undefined,287
ID,2000,Powerline,13
ID,2000,Railroad,19
ID,2000,Smoking,14
ID,2000,Structure,1
ID,2001,Arson,34
ID,2001,Campfire,97
ID,2001,Children,6
ID,2001,Debris Burning,56
ID,2001,Equipment Use,104
ID,2001,Fireworks,26
ID,2001,Lightning,831
ID,2001,Miscellaneous,114
ID,2001,Missing/Undefined,361
ID,2001,Powerline,11
ID,2001,Railroad,21
ID,2001,Smoking,21
ID,2001,Structure,1
ID,2002,Arson,12
ID,2002,Campfire,99
ID,2002,Children,8
ID,2002,Debris Burning,42
ID,2002,Equipment Use,50
ID,2002,Fireworks,8
ID,2002,Lightning,905
ID,2002,Miscellaneous,79
ID,2002,Missing/Undefined,267
ID,2002,Powerline,4
ID,2002,Railroad,7
ID,2002,Smoking,27
ID,2002,Structure,3
ID,2003,Arson,48
ID,2003,Campfire,89
ID,2003,Children,5
ID,2003,Debris Burning,54
ID,2003,Equipment Use,70
ID,2003,Fireworks,32
ID,2003,Lightning,916
ID,2003,Miscellaneous,84
ID,2003,Missing/Undefined,319
ID,2003,Powerline,13
ID,2003,Railroad,13
ID,2003,Smoking,14
ID,2004,Arson,18
ID,2004,Campfire,54
ID,2004,Children,2
ID,2004,Debris Burning,24
ID,2004,Equipment Use,41
ID,2004,Fireworks,14
ID,2004,Lightning,676
ID,2004,Miscellaneous,57
ID,2004,Missing/Undefined,238
ID,2004,Powerline,4
ID,2004,Railroad,4
ID,2004,Smoking,6
ID,2005,Arson,31
ID,2005,Campfire,82
ID,2005,Children,5
ID,2005,Debris Burning,48
ID,2005,Equipment Use,88
ID,2005,Fireworks,20
ID,2005,Lightning,644
ID,2005,Miscellaneous,89
ID,2005,Missing/Undefined,96
ID,2005,Powerline,17
ID,2005,Railroad,11
ID,2005,Smoking,9
ID,2005,Structure,4
ID,2006,Arson,29
ID,2006,Campfire,65
ID,2006,Children,3
ID,2006,Debris Burning,28
ID,2006,Equipment Use,99
ID,2006,Fireworks,19
ID,2006,Lightning,1100
ID,2006,Miscellaneous,106
ID,2006,Missing/Undefined,384
ID,2006,Powerline,25
ID,2006,Railroad,12
ID,2006,Smoking,16
ID,2006,Structure,2
ID,2007,Arson,43
ID,2007,Campfire,61
ID,2007,Children,6
ID,2007,Debris Burning,43
ID,2007,Equipment Use,76
ID,2007,Fireworks,36
ID,2007,Lightning,840
ID,2007,Miscellaneous,101
ID,2007,Missing/Undefined,344
ID,2007,Powerline,22
ID,2007,Railroad,8
ID,2007,Smoking,7
ID,2007,Structure,2
ID,2008,Arson,31
ID,2008,Campfire,75
ID,2008,Children,7
ID,2008,Debris Burning,23
ID,2008,Equipment Use,57
ID,2008,Fireworks,31
ID,2008,Lightning,408
ID,2008,Miscellaneous,77
ID,2008,Missing/Undefined,236
ID,2008,Powerline,11
ID,2008,Railroad,17
ID,2008,Smoking,13
ID,2009,Arson,65
ID,2009,Campfire,93
ID,2009,Children,7
ID,2009,Debris Burning,60
ID,2009,Equipment Use,76
ID,2009,Fireworks,6
ID,2009,Lightning,751
ID,2009,Miscellaneous,97
ID,2009,Missing/Undefined,23
ID,2009,Powerline,6
ID,2009,Railroad,3
ID,2009,Smoking,9
ID,2009,Structure,2
ID,2010,Arson,156
ID,2010,Campfire,98
ID,2010,Children,4
ID,2010,Debris Burning,35
ID,2010,Equipment Use,57
ID,2010,Fireworks,6
ID,2010,Lightning,592
ID,2010,Miscellaneous,151
ID,2010,Missing/Undefined,31
ID,2010,Powerline,9
ID,2010,Railroad,3
ID,2010,Smoking,8
ID,2011,Arson,259
ID,2011,Campfire,82
ID,2011,Children,13
ID,2011,Debris Burning,49
ID,2011,Equipment Use,72
ID,2011,Fireworks,15
ID,2011,Lightning,682
ID,2011,Miscellaneous,90
ID,2011,Missing/Undefined,28
ID,2011,Powerline,7
ID,2011,Railroad,6
ID,2011,Smoking,14
ID,2011,Structure,1
ID,2012,Arson,86
ID,2012,Campfire,79
ID,2012,Children,4
ID,2012,Debris Burning,47
ID,2012,Equipment Use,95
ID,2012,Fireworks,17
ID,2012,Lightning,634
ID,2012,Miscellaneous,139
ID,2012,Missing/Undefined,58
ID,2012,Powerline,14
ID,2012,Railroad,3
ID,2012,Smoking,9
ID,2012,Structure,4
ID,2013,Arson,16
ID,2013,Campfire,90
ID,2013,Children,5
ID,2013,Debris Burning,42
ID,2013,Equipment Use,155
ID,2013,Fireworks,11
ID,2013,Lightning,1075
ID,2013,Miscellaneous,114
ID,2013,Missing/Undefined,28
ID,2013,Powerline,12
ID,2013,Railroad,6
ID,2013,Smoking,11
ID,2013,Structure,1
ID,2014,Arson,13
ID,2014,Campfire,84
ID,2014,Children,2
ID,2014,Debris Burning,36
ID,2014,Equipment Use,196
ID,2014,Fireworks,17
ID,2014,Lightning,740
ID,2014,Miscellaneous,77
ID,2014,Missing/Undefined,28
ID,2014,Powerline,13
ID,2014,Railroad,5
ID,2014,Smoking,3
ID,2014,Structure,1
ID,2015,Arson,16
ID,2015,Campfire,92
ID,2015,Children,6
ID,2015,Debris Burning,65
ID,2015,Equipment Use,78
ID,2015,Fireworks,9
ID,2015,Lightning,829
ID,2015,Miscellaneous,132
ID,2015,Missing/Undefined,38
ID,2015,Powerline,8
ID,2015,Smoking,3
ID,2015,Structure,1
IL,1992,Arson,4
IL,1992,Campfire,1
IL,1992,Children,1
IL,1992,Debris Burning,5
IL,1992,Equipment Use,1
IL,1992,Railroad,1
IL,1992,Smoking,5
IL,1993,Equipment Use,2
IL,1993,Smoking,3
IL,1994,Arson,12
IL,1994,Campfire,1
IL,1994,Debris Burning,10
IL,1994,Equipment Use,1
IL,1994,Lightning,1
IL,1994,Smoking,2
IL,1995,Arson,19
IL,1995,Campfire,4
IL,1995,Debris Burning,14
IL,1995,Miscellaneous,1
IL,1995,Smoking,9
IL,1996,Arson,6
IL,1996,Debris Burning,7
IL,1996,Equipment Use,2
IL,1996,Miscellaneous,4
IL,1996,Smoking,2
IL,1997,Arson,2
IL,1997,Debris Burning,1
IL,1997,Equipment Use,2
IL,1997,Miscellaneous,3
IL,1997,Smoking,2
IL,1998,Arson,10
IL,1998,Campfire,1
IL,1998,Debris Burning,2
IL,1998,Equipment Use,1
IL,1998,Miscellaneous,3
IL,1998,Railroad,2
IL,1998,Smoking,3
IL,1999,Arson,16
IL,1999,Campfire,6
IL,1999,Debris Burning,7
IL,1999,Equipment Use,2
IL,1999,Miscellaneous,8
IL,1999,Smoking,14
IL,2000,Arson,9
IL,2000,Campfire,2
IL,2000,Debris Burning,5
IL,2000,Lightning,1
IL,2000,Miscellaneous,10
IL,2000,Railroad,2
IL,2001,Arson,13
IL,2001,Campfire,8
IL,2001,Debris Burning,4
IL,2001,Lightning,4
IL,2001,Miscellaneous,13
IL,2001,Railroad,1
IL,2001,Smoking,2
IL,2002,Arson,14
IL,2002,Campfire,3
IL,2002,Debris Burning,8
IL,2002,Miscellaneous,13
IL,2002,Railroad,2
IL,2002,Smoking,3
IL,2003,Arson,6
IL,2003,Campfire,7
IL,2003,Debris Burning,8
IL,2003,Equipment Use,3
IL,2003,Lightning,1
IL,2003,Miscellaneous,21
IL,2003,Missing/Undefined,1
IL,2003,Smoking,1
IL,2004,Arson,11
IL,2004,Campfire,19
IL,2004,Debris Burning,16
IL,2004,Equipment Use,3
IL,2004,Lightning,1
IL,2004,Miscellaneous,34
IL,2004,Railroad,2
IL,2004,Smoking,2
IL,2005,Arson,6
IL,2005,Campfire,6
IL,2005,Debris Burning,7
IL,2005,Equipment Use,4
IL,2005,Lightning,2
IL,2005,Miscellaneous,35
IL,2005,Smoking,2
IL,2006,Arson,4
IL,2006,Campfire,7
IL,2006,Debris Burning,3
IL,2006,Equipment Use,7
IL,2006,Lightning,1
IL,2006,Miscellaneous,4
IL,2006,Missing/Undefined,8
IL,2007,Arson,8
IL,2007,Campfire,5
IL,2007,Children,1
IL,2007,Debris Burning,5
IL,2007,Equipment Use,12
IL,2007,Lightning,2
IL,2007,Miscellaneous,14
IL,2007,Missing/Undefined,46
IL,2007,Railroad,1
IL,2007,Smoking,5
IL,2008,Arson,10
IL,2008,Campfire,1
IL,2008,Debris Burning,33
IL,2008,Equipment Use,15
IL,2008,Lightning,3
IL,2008,Miscellaneous,126
IL,2008,Missing/Undefined,1
IL,2008,Powerline,1
IL,2008,Smoking,7
IL,2009,Arson,21
IL,2009,Campfire,15
IL,2009,Debris Burning,60
IL,2009,Equipment Use,8
IL,2009,Lightning,4
IL,2009,Miscellaneous,227
IL,2009,Missing/Undefined,3
IL,2009,Powerline,3
IL,2009,Smoking,6
IL,2010,Arson,21
IL,2010,Campfire,7
IL,2010,Debris Burning,84
IL,2010,Equipment Use,11
IL,2010,Lightning,4
IL,2010,Miscellaneous,310
IL,2010,Missing/Undefined,4
IL,2010,Powerline,4
IL,2010,Smoking,7
IL,2011,Arson,5
IL,2011,Campfire,1
IL,2011,Debris Burning,41
IL,2011,Equipment Use,10
IL,2011,Lightning,2
IL,2011,Miscellaneous,70
IL,2011,Powerline,5
IL,2011,Smoking,2
IL,2012,Arson,7
IL,2012,Campfire,5
IL,2012,Children,1
IL,2012,Debris Burning,47
IL,2012,Equipment Use,9
IL,2012,Fireworks,5
IL,2012,Lightning,5
IL,2012,Miscellaneous,77
IL,2012,Missing/Undefined,7
IL,2012,Railroad,1
IL,2012,Smoking,3
IL,2013,Arson,3
IL,2013,Campfire,9
IL,2013,Children,1
IL,2013,Debris Burning,8
IL,2013,Equipment Use,1
IL,2013,Miscellaneous,19
IL,2013,Missing/Undefined,2
IL,2013,Railroad,1
IL,2014,Arson,8
IL,2014,Campfire,4
IL,2014,Debris Burning,140
IL,2014,Equipment Use,9
IL,2014,Fireworks,1
IL,2014,Lightning,2
IL,2014,Miscellaneous,46
IL,2014,Powerline,6
IL,2014,Railroad,2
IL,2014,Smoking,9
IL,2015,Arson,1
IL,2015,Campfire,1
IL,2015,Children,2
IL,2015,Debris Burning,68
IL,2015,Equipment Use,2
IL,2015,Miscellaneous,25
IL,2015,Railroad,1
IL,2015,Smoking,5
IL,2015,Structure,1
IN,1992,Arson,17
IN,1992,Campfire,2
IN,1992,Children,10
IN,1992,Debris Burning,15
IN,1992,Equipment Use,1
IN,1992,Fireworks,5
IN,1992,Miscellaneous,15
IN,1992,Powerline,2
IN,1992,Railroad,28
IN,1993,Arson,11
IN,1993,Campfire,6
IN,1993,Debris Burning,6
IN,1993,Equipment Use,5
IN,1993,Fireworks,3
IN,1993,Miscellaneous,11
IN,1993,Powerline,1
IN,1993,Railroad,11
IN,1993,Smoking,2
IN,1994,Arson,4
IN,1994,Campfire,1
IN,1994,Children,6
IN,1994,Debris Burning,12
IN,1994,Equipment Use,3
IN,1994,Fireworks,6
IN,1994,Lightning,1
IN,1994,Miscellaneous,13
IN,1994,Powerline,1
IN,1994,Railroad,34
IN,1994,Smoking,1
IN,1994,Structure,3
IN,1995,Arson,12
IN,1995,Campfire,8
IN,1995,Children,5
IN,1995,Debris Burning,13
IN,1995,Equipment Use,1
IN,1995,Fireworks,1
IN,1995,Miscellaneous,19
IN,1995,Powerline,6
IN,1995,Railroad,36
IN,1996,Arson,11
IN,1996,Campfire,2
IN,1996,Children,3
IN,1996,Debris Burning,21
IN,1996,Equipment Use,6
IN,1996,Fireworks,9
IN,1996,Lightning,1
IN,1996,Miscellaneous,13
IN,1996,Railroad,19
IN,1996,Smoking,1
IN,1996,Structure,2
IN,1997,Arson,2
IN,1997,Campfire,4
IN,1997,Debris Burning,6
IN,1997,Equipment Use,1
IN,1997,Fireworks,3
IN,1997,Miscellaneous,5
IN,1997,Powerline,4
IN,1997,Railroad,10
IN,1997,Smoking,1
IN,1998,Arson,9
IN,1998,Campfire,10
IN,1998,Children,8
IN,1998,Debris Burning,11
IN,1998,Equipment Use,3
IN,1998,Fireworks,2
IN,1998,Lightning,2
IN,1998,Miscellaneous,3
IN,1998,Powerline,1
IN,1998,Railroad,8
IN,1999,Arson,13
IN,1999,Campfire,9
IN,1999,Children,17
IN,1999,Debris Burning,47
IN,1999,Equipment Use,12
IN,1999,Fireworks,3
IN,1999,Miscellaneous,24
IN,1999,Missing/Undefined,1
IN,1999,Railroad,18
IN,1999,Smoking,6
IN,1999,Structure,1
IN,2000,Arson,21
IN,2000,Campfire,1
IN,2000,Children,6
IN,2000,Debris Burning,36
IN,2000,Equipment Use,3
IN,2000,Fireworks,1
IN,2000,Miscellaneous,5
IN,2000,Railroad,15
IN,2000,Smoking,4
IN,2001,Arson,17
IN,2001,Campfire,10
IN,2001,Children,7
IN,2001,Debris Burning,53
IN,2001,Equipment Use,9
IN,2001,Fireworks,4
IN,2001,Lightning,2
IN,2001,Miscellaneous,9
IN,2001,Missing/Undefined,1
IN,2001,Powerline,1
IN,2001,Railroad,15
IN,2001,Smoking,11
IN,2001,Structure,1
IN,2002,Arson,13
IN,2002,Campfire,23
IN,2002,Children,5
IN,2002,Debris Burning,31
IN,2002,Equipment Use,7
IN,2002,Fireworks,2
IN,2002,Lightning,2
IN,2002,Miscellaneous,28
IN,2002,Powerline,1
IN,2002,Railroad,3
IN,2002,Smoking,8
IN,2003,Arson,11
IN,2003,Campfire,29
IN,2003,Children,4
IN,2003,Debris Burning,42
IN,2003,Equipment Use,6
IN,2003,Fireworks,1
IN,2003,Lightning,2
IN,2003,Miscellaneous,56
IN,2003,Smoking,4
IN,2004,Arson,29
IN,2004,Campfire,43
IN,2004,Children,1
IN,2004,Debris Burning,51
IN,2004,Equipment Use,9
IN,2004,Fireworks,1
IN,2004,Lightning,2
IN,2004,Miscellaneous,44
IN,2004,Powerline,1
IN,2004,Railroad,4
IN,2004,Smoking,5
IN,2004,Structure,3
IN,2005,Arson,18
IN,2005,Campfire,35
IN,2005,Debris Burning,36
IN,2005,Equipment Use,3
IN,2005,Fireworks,2
IN,2005,Lightning,3
IN,2005,Miscellaneous,57
IN,2005,Missing/Undefined,8
IN,2005,Powerline,1
IN,2005,Railroad,6
IN,2005,Smoking,3
IN,2005,Structure,1
IN,2006,Arson,10
IN,2006,Campfire,16
IN,2006,Debris Burning,18
IN,2006,Equipment Use,4
IN,2006,Fireworks,1
IN,2006,Miscellaneous,24
IN,2006,Missing/Undefined,10
IN,2006,Railroad,1
IN,2006,Smoking,2
IN,2007,Arson,11
IN,2007,Campfire,27
IN,2007,Debris Burning,34
IN,2007,Equipment Use,8
IN,2007,Lightning,3
IN,2007,Miscellaneous,33
IN,2007,Missing/Undefined,8
IN,2007,Railroad,1
IN,2007,Smoking,2
IN,2008,Arson,3
IN,2008,Campfire,21
IN,2008,Debris Burning,15
IN,2008,Equipment Use,2
IN,2008,Lightning,4
IN,2008,Miscellaneous,17
IN,2008,Missing/Undefined,5
IN,2009,Arson,6
IN,2009,Campfire,3
IN,2009,Children,2
IN,2009,Debris Burning,12
IN,2009,Equipment Use,3
IN,2009,Fireworks,2
IN,2009,Lightning,1
IN,2009,Miscellaneous,12
IN,2009,Missing/Undefined,4
IN,2010,Arson,10
IN,2010,Campfire,12
IN,2010,Debris Burning,17
IN,2010,Equipment Use,5
IN,2010,Fireworks,1
IN,2010,Miscellaneous,15
IN,2010,Missing/Undefined,8
IN,2010,Railroad,2
IN,2010,Smoking,3
IN,2011,Arson,6
IN,2011,Debris Burning,6
IN,2011,Fireworks,1
IN,2011,Miscellaneous,6
IN,2011,Missing/Undefined,2
IN,2011,Powerline,3
IN,2011,Railroad,2
IN,2012,Arson,8
IN,2012,Campfire,7
IN,2012,Children,1
IN,2012,Debris Burning,6
IN,2012,Equipment Use,5
IN,2012,Fireworks,1
IN,2012,Lightning,5
IN,2012,Miscellaneous,11
IN,2012,Missing/Undefined,6
IN,2012,Railroad,5
IN,2012,Smoking,2
IN,2013,Campfire,5
IN,2013,Children,1
IN,2013,Debris Burning,1
IN,2013,Lightning,1
IN,2013,Miscellaneous,5
IN,2013,Missing/Undefined,5
IN,2013,Railroad,1
IN,2013,Smoking,1
IN,2014,Arson,2
IN,2014,Campfire,4
IN,2014,Debris Burning,15
IN,2014,Equipment Use,2
IN,2014,Lightning,1
IN,2014,Miscellaneous,6
IN,2014,Powerline,3
IN,2014,Railroad,2
IN,2014,Structure,1
IN,2015,Arson,4
IN,2015,Campfire,2
IN,2015,Debris Burning,2
IN,2015,Fireworks,1
IN,2015,Miscellaneous,1
IN,2015,Missing/Undefined,3
IN,2015,Railroad,2
IN,2015,Smoking,1
KS,1992,Debris Burning,5
KS,1992,Equipment Use,3
KS,1992,Lightning,3
KS,1992,Miscellaneous,3
KS,1992,Smoking,2
KS,1993,Arson,7
KS,1993,Campfire,1
KS,1993,Debris Burning,2
KS,1993,Miscellaneous,3
KS,1993,Missing/Undefined,1
KS,1994,Arson,12
KS,1994,Campfire,1
KS,1994,Debris Burning,3
KS,1994,Equipment Use,4
KS,1994,Lightning,12
KS,1994,Miscellaneous,4
KS,1994,Missing/Undefined,10
KS,1994,Smoking,1
KS,1995,Debris Burning,4
KS,1995,Equipment Use,4
KS,1995,Lightning,11
KS,1995,Miscellaneous,3
KS,1995,Missing/Undefined,4
KS,1995,Smoking,4
KS,1996,Arson,1
KS,1996,Campfire,1
KS,1996,Debris Burning,3
KS,1996,Equipment Use,1
KS,1996,Lightning,4
KS,1996,Miscellaneous,5
KS,1996,Missing/Undefined,10
KS,1996,Smoking,5
KS,1997,Debris Burning,5
KS,1997,Equipment Use,4
KS,1997,Lightning,5
KS,1997,Miscellaneous,3
KS,1997,Missing/Undefined,2
KS,1997,Smoking,3
KS,1998,Arson,5
KS,1998,Campfire,2
KS,1998,Debris Burning,9
KS,1998,Equipment Use,2
KS,1998,Lightning,7
KS,1998,Miscellaneous,5
KS,1998,Missing/Undefined,1
KS,1999,Arson,1
KS,1999,Debris Burning,19
KS,1999,Equipment Use,2
KS,1999,Lightning,4
KS,1999,Miscellaneous,7
KS,1999,Missing/Undefined,1
KS,1999,Smoking,2
KS,2000,Arson,3
KS,2000,Campfire,2
KS,2000,Debris Burning,14
KS,2000,Equipment Use,2
KS,2000,Lightning,5
KS,2000,Miscellaneous,18
KS,2000,Missing/Undefined,3
KS,2000,Smoking,1
KS,2001,Campfire,7
KS,2001,Debris Burning,36
KS,2001,Equipment Use,12
KS,2001,Lightning,2
KS,2001,Miscellaneous,11
KS,2001,Smoking,1
KS,2002,Arson,14
KS,2002,Campfire,16
KS,2002,Debris Burning,31
KS,2002,Equipment Use,15
KS,2002,Lightning,12
KS,2002,Miscellaneous,27
KS,2002,Missing/Undefined,7
KS,2002,Smoking,6
KS,2003,Arson,12
KS,2003,Campfire,18
KS,2003,Debris Burning,20
KS,2003,Equipment Use,11
KS,2003,Lightning,11
KS,2003,Miscellaneous,34
KS,2003,Missing/Undefined,2
KS,2003,Smoking,5
KS,2004,Arson,6
KS,2004,Campfire,10
KS,2004,Debris Burning,22
KS,2004,Equipment Use,8
KS,2004,Lightning,2
KS,2004,Miscellaneous,21
KS,2004,Missing/Undefined,3
KS,2004,Smoking,4
KS,2005,Arson,25
KS,2005,Campfire,14
KS,2005,Debris Burning,64
KS,2005,Equipment Use,14
KS,2005,Lightning,4
KS,2005,Miscellaneous,38
KS,2005,Missing/Undefined,10
KS,2005,Smoking,6
KS,2006,Arson,57
KS,2006,Campfire,26
KS,2006,Debris Burning,93
KS,2006,Equipment Use,34
KS,2006,Lightning,10
KS,2006,Miscellaneous,90
KS,2006,Missing/Undefined,26
KS,2006,Smoking,12
KS,2007,Arson,30
KS,2007,Campfire,25
KS,2007,Children,1
KS,2007,Debris Burning,29
KS,2007,Equipment Use,13
KS,2007,Fireworks,1
KS,2007,Lightning,9
KS,2007,Miscellaneous,67
KS,2007,Missing/Undefined,10
KS,2007,Smoking,11
KS,2008,Arson,6
KS,2008,Campfire,9
KS,2008,Debris Burning,33
KS,2008,Equipment Use,12
KS,2008,Lightning,4
KS,2008,Miscellaneous,11
KS,2008,Missing/Undefined,17
KS,2008,Smoking,2
KS,2009,Arson,3
KS,2009,Children,1
KS,2009,Debris Burning,3
KS,2009,Equipment Use,2
KS,2009,Lightning,1
KS,2009,Miscellaneous,8
KS,2009,Missing/Undefined,52
KS,2009,Smoking,1
KS,2010,Campfire,1
KS,2010,Debris Burning,5
KS,2010,Equipment Use,3
KS,2010,Lightning,2
KS,2010,Miscellaneous,8
KS,2010,Missing/Undefined,19
KS,2010,Railroad,1
KS,2010,Smoking,1
KS,2011,Arson,5
KS,2011,Campfire,2
KS,2011,Debris Burning,19
KS,2011,Equipment Use,6
KS,2011,Lightning,4
KS,2011,Miscellaneous,16
KS,2011,Missing/Undefined,4
KS,2012,Arson,3
KS,2012,Debris Burning,12
KS,2012,Equipment Use,7
KS,2012,Lightning,8
KS,2012,Miscellaneous,3
KS,2012,Missing/Undefined,40
KS,2013,Arson,1
KS,2013,Campfire,1
KS,2013,Children,1
KS,2013,Debris Burning,1
KS,2013,Equipment Use,1
KS,2013,Lightning,4
KS,2013,Missing/Undefined,5
KS,2014,Arson,9
KS,2014,Children,1
KS,2014,Debris Burning,11
KS,2014,Fireworks,1
KS,2014,Lightning,1
KS,2014,Miscellaneous,7
KS,2014,Missing/Undefined,29
KS,2015,Arson,419
KS,2015,Campfire,1
KS,2015,Children,48
KS,2015,Debris Burning,1673
KS,2015,Equipment Use,465
KS,2015,Fireworks,80
KS,2015,Lightning,78
KS,2015,Miscellaneous,2610
KS,2015,Missing/Undefined,15
KS,2015,Powerline,115
KS,2015,Smoking,318
KS,2015,Structure,65
KY,1992,Arson,29
KY,1992,Campfire,4
KY,1992,Children,2
KY,1992,Debris Burning,10
KY,1992,Equipment Use,1
KY,1992,Lightning,1
KY,1992,Miscellaneous,2
KY,1993,Arson,67
KY,1993,Campfire,2
KY,1993,Children,1
KY,1993,Debris Burning,2
KY,1993,Equipment Use,1
KY,1993,Lightning,2
KY,1993,Miscellaneous,3
KY,1993,Smoking,3
KY,1994,Arson,137
KY,1994,Campfire,7
KY,1994,Debris Burning,11
KY,1994,Equipment Use,1
KY,1994,Miscellaneous,15
KY,1994,Railroad,2
KY,1994,Smoking,5
KY,1995,Arson,139
KY,1995,Campfire,8
KY,1995,Children,1
KY,1995,Debris Burning,10
KY,1995,Equipment Use,3
KY,1995,Lightning,3
KY,1995,Miscellaneous,8
KY,1995,Railroad,1
KY,1995,Smoking,7
KY,1996,Arson,56
KY,1996,Campfire,2
KY,1996,Debris Burning,4
KY,1996,Equipment Use,3
KY,1996,Lightning,1
KY,1996,Miscellaneous,4
KY,1996,Railroad,1
KY,1996,Smoking,1
KY,1997,Arson,392
KY,1997,Campfire,13
KY,1997,Children,14
KY,1997,Debris Burning,188
KY,1997,Equipment Use,4
KY,1997,Lightning,2
KY,1997,Miscellaneous,53
KY,1997,Railroad,4
KY,1997,Smoking,5
KY,1998,Arson,562
KY,1998,Campfire,25
KY,1998,Children,11
KY,1998,Debris Burning,236
KY,1998,Equipment Use,17
KY,1998,Lightning,4
KY,1998,Miscellaneous,73
KY,1998,Railroad,8
KY,1998,Smoking,21
